order_id,date,time,order_type,branch_code,order_items,order_price,customer_lat,customer_lon,customerHasloyalty?,distance_to_customer_KM,delivery_fee
ORDB08337,2018-12-17,19:39:43,Dinner,TP,"[('Salmon', 7), ('Pasta', 4), ('Fish&Chips', 2), ('Shrimp', 7)]",845.0,-37.805963500000004,144.9408821,0,10.368,14.394365599999999
ORDA03056,2018-08-19,15:36:20,Lunch,BK,"[('Steak', 4), ('Salad', 1)]",197.2,-37.805065500000005,144.9840391,0,6.024,14.1225185
ORDX05237,2018-01-04,08:00:00,Breakfast,BK,"[('Eggs', 2), ('Cereal', 8)]",212.0,-37.8185848,145.0053358,1,4.369,4.5089298
ORDB02937,2018-04-13,11:22:49,Breakfast,TP,"[('Cereal', 9), ('Pancake', 4), ('Eggs', 7)]",440.0,-37.8142591,144.96687619999997,0,8.163,10.73967
ORDI04261,2018-09-12,16:27:02,Dinner,NS,"[('Pasta', 6), ('Salmon', 2), ('Fish&Chips', 9), ('Shrimp', 2)]",670.0,-37.8071296,144.9957194,0,8.816,7.443908450105384
ORDI02418,2018-02-14,09:21:07,Breakfast,NS,"[('Cereal', 10), ('Pancake', 1), ('Eggs', 1)]",256.25,-37.823736,144.9761444,0,9.119,14.227278400000001
ORDB03439,2018-12-04,19:09:17,Dinner,TP,"[('Shrimp', 7), ('Pasta', 9), ('Fish&Chips', 6)]",835.5,-37.8105716,145.0008345,0,11.112,7.441126039857747
ORDI03123,2018-05-19,12:33:48,Lunch,NS,"[('Burger', 6), ('Fries', 9), ('Steak', 2), ('Salad', 7), ('Chicken', 5)]",664.4,-37.8157841,144.9555109,0,8.66,16.1406065
ORDY07796,2018-05-10,12:13:31,Lunch,TP,"[('Fries', 10), ('Burger', 3), ('Chicken', 5), ('Steak', 10)]",823.0,-37.825210600000005,144.9423044,0,9.361,12.5859618
ORDX02614,2018-06-23,13:44:47,Lunch,BK,"[('Steak', 9), ('Chicken', 10), ('Burger', 7), ('Salad', 2), ('Fries', 5)]",1036.4,-37.799398499999995,144.99978049999999,0,5.3870000000000005,13.479076000000001
ORDZ09470,2018-12-21,19:39:43,Dinner,NS,"[('Fish&Chips', 4), ('Shrimp', 1), ('Salmon', 5)]",399.0,-37.814828000000006,144.932784,0,9.152999999999999,15.626918300000002
ORDX10343,2018-01-31,08:50:42,Breakfast,BK,"[('Eggs', 9), ('Cereal', 6), ('Coffee', 8), ('Pancake', 10)]",626.5,-37.8202219,145.0144621,0,4.481,9.1601226
ORDK06117,2018-11-23,18:49:00,Dinner,BK,"[('Shrimp', 6), ('Pasta', 5), ('Fish&Chips', 7)]",706.5,-37.7987401,144.9892958,0,6.207000000000001,12.2803092
ORDX05709,2018-03-06,10:01:41,Breakfast,BK,"[('Eggs', 9), ('Cereal', 9), ('Coffee', 5)]",424.5,-37.813229,144.9514476,0,8.551,13.811505300000002
ORDC04834,2018-05-06,12:03:22,Lunch,NS,"[('Chicken', 9), ('Steak', 8), ('Burger', 1), ('Fries', 9)]",787.0,-37.800691799999996,144.98399640000002,0,7.452000000000001,15.041001999999999
ORDI09943,2018-05-27,12:43:56,Lunch,NS,"[('Chicken', 3), ('Salad', 9)]",250.79999999999998,-37.7961278,144.99491899999998,0,11.122,18.400873800000003
ORDZ05969,2018-11-03,18:08:27,Dinner,NS,"[('Salmon', 5), ('Pasta', 10), ('Fish&Chips', 8)]",760.0,-37.8198285,144.981652,0,8.979,17.2270296
ORDY01944,2018-04-16,11:22:49,Breakfast,TP,"[('Pancake', 10), ('Cereal', 2), ('Coffee', 8)]",344.5,-37.813957200000004,144.9560267,0,8.542,11.362975800000001
ORDC09841,2018-09-16,16:27:02,Dinner,NS,"[('Shrimp', 4), ('Pasta', 8)]",436.0,-37.8055853,144.941927,0,9.315,8.666134947497483
ORDZ04302,2018-08-22,15:46:28,Lunch,NS,"[('Burger', 10), ('Chicken', 8), ('Salad', 4), ('Fries', 5)]",694.8,-37.8118821,144.9789917,0,7.96,13.157361400000001
ORDZ08003,2018-03-01,09:51:32,Breakfast,NS,"[('Cereal', 1), ('Pancake', 4), ('Coffee', 7), ('Eggs', 5)]",280.5,-37.7983344,144.9784699,0,7.065,12.0916408
ORDY09169,2018-12-05,19:09:17,Dinner,TP,"[('Salmon', 6), ('Pasta', 8), ('Fish&Chips', 9)]",781.0,-37.814424,145.0149411,0,13.013,16.1745168
ORDB07451,2018-11-30,18:59:09,Dinner,TP,"[('Shrimp', 3), ('Fish&Chips', 1), ('Salmon', 4)]",361.0,-37.8019971,145.00345349999998,0,12.03,16.083406900000004
ORDC10595,2018-07-08,14:15:12,Lunch,NS,"[('Burger', 1), ('Chicken', 6)]",223.0,-37.817864799999995,144.95137409999998,0,9.169,16.6389423
ORDI06328,2018-05-24,12:43:56,Lunch,NS,"[('Burger', 5), ('Salad', 9)]",309.79999999999995,-37.812884499999996,144.98480080000002,0,8.48,14.3583419
ORDX00087,2018-01-15,08:20:16,Breakfast,BK,"[('Eggs', 6), ('Coffee', 8), ('Pancake', 9)]",410.25,-37.8134235,144.93813319999998,1,9.895,7.317549400000001
ORDB00353,2018-01-14,08:20:16,Breakfast,TP,"[('Eggs', 7), ('Coffee', 1)]",161.5,-37.8052525,144.9260628,1,11.503,7.616504300000001
ORDB09387,2018-02-24,09:41:24,Breakfast,NS,"[('Eggs', 3), ('Coffee', 3)]",88.5,-37.8163708,144.9603311,0,8.166,15.078117785239927
ORDC06659,2018-07-24,14:45:38,Lunch,NS,"[('Burger', 9), ('Salad', 8)]",416.6,-37.8122845,144.92321819999998,0,10.632,15.6716728
ORDI10388,2018-04-24,11:43:05,Breakfast,NS,"[('Cereal', 2), ('Coffee', 9)]",109.5,-37.807262,144.95908280000003,0,7.707000000000001,12.4400602
ORDB09267,2018-01-02,08:00:00,Breakfast,TP,"[('Cereal', 8), ('Eggs', 8)]",344.0,-37.812957,144.9434602,1,9.83,6.270899099999999
ORDA10699,2018-09-07,16:16:54,Dinner,BK,"[('Fish&Chips', 2), ('Pasta', 3), ('Shrimp', 8)]",584.5,-37.821232,144.9780544,0,7.09,14.0480728
ORDI03256,2018-09-15,16:27:02,Dinner,NS,"[('Pasta', 5), ('Salmon', 10), ('Shrimp', 6), ('Fish&Chips', 6)]",1081.5,-37.800968100000006,145.00359619999998,0,9.42,17.420045000000002
ORDX04224,2018-03-20,10:32:06,Breakfast,BK,"[('Pancake', 8)]",194.0,-37.8111047,144.95876130000002,0,7.872999999999999,13.0793434
ORDB02804,2018-09-29,16:57:27,Dinner,TP,"[('Shrimp', 4), ('Salmon', 6), ('Fish&Chips', 1)]",497.0,-37.8072934,144.9507282,0,9.422,15.404636300000002
ORDA01976,2018-11-13,18:28:43,Dinner,BK,"[('Pasta', 2), ('Salmon', 3), ('Fish&Chips', 3), ('Shrimp', 9)]",769.0,-37.8179257,144.9676815,0,7.428999999999999,7.143902060656091
ORDX04076,2018-12-19,19:39:43,Dinner,BK,"[('Salmon', 5), ('Shrimp', 6), ('Fish&Chips', 7)]",774.0,-37.8239891,144.9846665,0,6.68,13.680985699999999
ORDI09473,2018-01-28,08:50:42,Breakfast,NS,"[('Pancake', 6), ('Eggs', 8)]",321.5,-37.8047307,144.9352156,0,9.847999999999999,16.6837354
ORDZ05251,2018-10-21,17:38:01,Dinner,NS,"[('Fish&Chips', 10), ('Salmon', 7)]",637.0,-37.807224299999994,144.9924968,0,8.488999999999999,16.3315492
ORDB08691,2018-11-19,18:38:52,Dinner,TP,"[('Salmon', 5), ('Fish&Chips', 9), ('Pasta', 9)]",767.5,-37.820561100000006,144.94878880000002,0,8.881,12.8908081
ORDB03701,2018-04-07,11:12:40,Breakfast,TP,"[('Cereal', 3), ('Eggs', 1), ('Pancake', 3)]",157.75,-37.8181372,145.01075519999998,0,11.682,15.7472175
ORDB10948,2018-11-24,18:49:00,Dinner,TP,"[('Pasta', 3), ('Shrimp', 8), ('Salmon', 3), ('Fish&Chips', 3)]",742.5,-37.8138259,144.9399206,0,10.137,15.337407
ORDA04975,2018-04-18,11:32:57,Breakfast,BK,"[('Eggs', 8), ('Coffee', 7), ('Pancake', 6), ('Cereal', 7)]",521.0,-37.8131757,144.9739629,0,6.831,11.5111576
ORDB00219,2018-11-10,18:18:35,Dinner,TP,"[('Shrimp', 1), ('Salmon', 4), ('Pasta', 3), ('Fish&Chips', 9)]",615.5,-37.8205902,144.9830457,0,9.183,15.132363
ORDX06987,2018-02-12,09:21:07,Breakfast,BK,"[('Eggs', 10), ('Cereal', 3), ('Pancake', 6), ('Coffee', 1)]",436.0,-37.8141203,144.9716676,0,7.037000000000001,12.036275
ORDY00689,2018-01-29,08:50:42,Breakfast,TP,"[('Eggs', 1), ('Pancake', 10), ('Coffee', 10)]",339.5,-37.8157032,144.965572,0,7.912,10.9820611
ORDX01300,2018-10-19,17:38:01,Dinner,BK,"[('Shrimp', 2), ('Fish&Chips', 10), ('Pasta', 6)]",623.0,-37.8005148,145.00361519999998,0,5.475,12.2044535
ORDJ07149,2018-01-16,08:20:16,Breakfast,TP,"[('Pancake', 6), ('Coffee', 5), ('Cereal', 6)]",309.0,-37.816100899999995,144.9726103,1,8.219,5.569826
ORDZ08267,2018-11-11,18:28:43,Dinner,NS,"[('Salmon', 10), ('Shrimp', 8), ('Pasta', 7)]",1034.5,-37.8152749,144.94467340000003,0,9.23,17.6149728
ORDI09646,2018-08-12,15:26:11,Lunch,NS,"[('Salad', 3), ('Chicken', 4), ('Burger', 10), ('Fries', 10)]",609.6,-37.8115182,144.9609941,0,7.81,15.1989231
ORDA04050,2018-12-10,19:19:26,Dinner,BK,"[('Shrimp', 5), ('Pasta', 10), ('Salmon', 6)]",791.0,-37.8252827,144.9480362,0,9.419,16.4898495
ORDA02811,2018-01-12,08:20:16,Breakfast,NS,"[('Cereal', 2), ('Eggs', 2), ('Coffee', 9), ('Pancake', 8)]",347.5,-37.8075185,144.9706725,1,6.7379999999999995,5.5091583
ORDY07839,2018-03-23,10:42:15,Breakfast,TP,"[('Eggs', 7), ('Coffee', 8), ('Cereal', 4), ('Pancake', 2)]",346.5,-37.8187937,144.91685259999997,0,11.702,13.898324100000002
ORDZ08146,2018-01-26,08:40:33,Breakfast,NS,"[('Cereal', 5), ('Coffee', 2), ('Pancake', 4), ('Eggs', 7)]",371.0,-37.803982399999995,145.0075865,0,9.814,7.427916806877927
ORDA00118,2018-08-28,15:56:37,Lunch,BK,"[('Salad', 5), ('Fries', 3), ('Chicken', 9), ('Steak', 4), ('Burger', 7)]",807.0,-37.8102862,144.96132849999998,0,7.621,13.4023074
ORDY01634,2018-03-17,10:21:58,Breakfast,TP,"[('Pancake', 1), ('Coffee', 1), ('Cereal', 10)]",241.75,-37.823242,144.9881207,0,9.33,14.048157999999999
ORDX04965,2018-10-28,17:58:18,Dinner,BK,"[('Salmon', 4), ('Fish&Chips', 7)]",409.0,-37.8214785,144.9693451,0,7.851,17.0937684
ORDZ01183,2018-03-17,10:21:58,Breakfast,NS,"[('Eggs', 2), ('Coffee', 2)]",59.0,-37.822063799999995,144.9740074,0,9.168,15.879265900000002
ORDJ02068,2018-03-12,10:11:49,Breakfast,TP,"[('Cereal', 10), ('Eggs', 4), ('Pancake', 2)]",346.5,-37.8240051,144.98020640000001,0,9.019,11.726547199999999
ORDZ00916,2018-04-17,11:22:49,Breakfast,TP,"[('Eggs', 1), ('Pancake', 4), ('Coffee', 7), ('Cereal', 10)]",381.5,-37.8031277,144.9730466,0,6.5489999999999995,11.305124800000002
ORDY04020,2018-11-06,18:18:35,Dinner,TP,"[('Salmon', 2), ('Shrimp', 10), ('Fish&Chips', 3)]",727.0,-37.81128629999999,144.961647,0,8.384,12.443520800000002
ORDX02886,2018-04-07,11:12:40,Breakfast,BK,"[('Coffee', 5), ('Cereal', 10)]",247.5,-37.817782799999996,144.9663077,0,7.524,15.125727
ORDZ01555,2018-06-18,13:34:38,Lunch,NS,"[('Chicken', 3), ('Fries', 7)]",180.0,-37.822465,145.0058954,0,10.969,16.3855103
ORDB10617,2018-08-15,15:26:11,Lunch,TP,"[('Salad', 1), ('Fries', 4), ('Burger', 10), ('Steak', 6), ('Chicken', 9)]",933.2,-37.8239717,145.0017417,0,10.568,13.9532376
ORDY10877,2018-12-24,19:49:51,Dinner,TP,"[('Shrimp', 6), ('Pasta', 8), ('Fish&Chips', 9)]",859.0,-37.8192904,145.0056706,0,11.095999999999998,14.985810500000001
ORDB01709,2018-07-26,14:45:38,Lunch,TP,"[('Chicken', 9), ('Burger', 10), ('Salad', 9)]",752.8,-37.811299,144.9477093,0,10.440999999999999,13.5957704
ORDB05444,2018-02-25,09:51:32,Breakfast,TP,"[('Pancake', 9), ('Coffee', 8)]",278.25,-37.8118571,144.9361346,0,10.985999999999999,14.636787300000002
ORDB07124,2018-10-06,17:07:36,Dinner,TP,"[('Shrimp', 2), ('Pasta', 3), ('Fish&Chips', 8)]",470.5,-37.809488200000004,144.9637279,0,8.667,14.1688325
ORDC01700,2018-02-10,09:10:59,Breakfast,NS,"[('Coffee', 6), ('Cereal', 5)]",150.0,-37.8233265,144.960753,0,9.3,16.175150199999997
ORDY06134,2018-07-16,14:25:21,Lunch,TP,"[('Chicken', 2), ('Burger', 6), ('Salad', 4), ('Fries', 5), ('Steak', 7)]",693.8,-37.8215051,144.9692796,0,7.772,11.211580300000001
ORDA05356,2018-02-11,09:21:07,Breakfast,BK,"[('Pancake', 5), ('Eggs', 9)]",319.25,-37.8159325,144.97218769999998,0,6.9670000000000005,14.9134986
ORDB01913,2018-09-05,16:06:45,Dinner,TP,"[('Shrimp', 1), ('Fish&Chips', 5), ('Pasta', 4)]",339.0,-37.8187646,144.9164875,0,11.659,14.9055228
ORDK00805,2018-01-19,08:30:25,Breakfast,BK,"[('Eggs', 2), ('Pancake', 3), ('Cereal', 2), ('Coffee', 3)]",181.25,-37.823757,144.9475243,0,9.471,14.3233535
ORDB00980,2018-10-09,17:17:44,Dinner,TP,"[('Pasta', 6), ('Fish&Chips', 10)]",515.0,-37.8120238,144.9523039,0,9.101,13.563626999999999
ORDK08049,2018-05-07,12:13:31,Lunch,BK,"[('Fries', 8), ('Steak', 6), ('Chicken', 8), ('Burger', 9), ('Salad', 2)]",935.4,-37.804204399999996,144.9714721,0,7.0889999999999995,12.948005699999998
ORDI02976,2018-08-20,15:36:20,Lunch,NS,"[('Salad', 3), ('Steak', 4), ('Fries', 1)]",243.6,-37.804107,144.9483779,0,8.561,14.355166800000001
ORDZ04952,2018-12-30,20:00:00,Dinner,NS,"[('Pasta', 5), ('Salmon', 3), ('Fish&Chips', 1)]",295.5,-37.815645,144.937896,0,9.974,18.4354704
ORDX04316,2018-08-28,15:56:37,Lunch,BK,"[('Burger', 7), ('Salad', 3)]",268.6,-37.8142509,144.96325180000002,0,7.725,13.8879394
ORDC09782,2018-12-08,19:19:26,Dinner,NS,"[('Pasta', 8), ('Shrimp', 10), ('Fish&Chips', 4)]",900.0,-37.8051508,145.0057666,0,9.657,17.8828107
ORDJ01884,2018-01-13,08:20:16,Breakfast,TP,"[('Cereal', 4), ('Coffee', 4), ('Pancake', 4)]",211.0,-37.821389,144.94507119999997,1,9.168,6.912266000000001
ORDK07611,2018-02-17,09:31:16,Breakfast,BK,"[('Coffee', 6), ('Cereal', 3), ('Eggs', 6), ('Pancake', 5)]",361.25,-37.82649979999999,144.9862556,0,7.447,15.433740099999998
ORDX01056,2018-05-11,12:13:31,Lunch,BK,"[('Chicken', 6), ('Salad', 9)]",346.79999999999995,-37.8117735,145.0020003,0,4.043,9.6750787
ORDX01811,2018-11-10,18:18:35,Dinner,BK,"[('Shrimp', 5), ('Fish&Chips', 3)]",375.0,-37.8163214,144.9668469,0,7.489,16.888364399999997
ORDZ03246,2018-07-30,14:55:46,Lunch,NS,"[('Burger', 9), ('Salad', 4), ('Chicken', 2), ('Steak', 7)]",726.8,-37.8151717,144.94508090000002,0,9.19,14.4555805
ORDX08186,2018-05-26,12:43:56,Lunch,BK,"[('Salad', 1), ('Burger', 7), ('Fries', 10)]",354.2,-37.8058495,144.9558643,0,8.074,16.3803525
ORDK09790,2018-08-14,15:26:11,Lunch,BK,"[('Chicken', 10), ('Steak', 9), ('Fries', 8)]",821.0,-37.80350670000001,144.954176,0,8.317,14.5077117
ORDK10978,2018-05-26,12:43:56,Lunch,BK,"[('Steak', 2), ('Fries', 6), ('Burger', 10), ('Chicken', 6)]",664.0,-37.8019999,144.9636398,0,7.831,16.3374399
ORDC09026,2018-06-27,13:44:47,Lunch,NS,"[('Fries', 3), ('Steak', 9)]",441.0,-37.823263700000005,144.9781981,0,8.89,14.182118099999999
ORDK06872,2018-06-27,13:44:47,Lunch,BK,"[('Fries', 9), ('Chicken', 10), ('Salad', 2), ('Steak', 1), ('Burger', 8)]",755.4,-37.804485,145.0039791,0,5.681,11.3624101
ORDX04234,2018-04-10,11:12:40,Breakfast,BK,"[('Eggs', 9), ('Cereal', 9), ('Coffee', 5)]",424.5,-37.800652899999996,144.9703117,0,7.485,12.3248385
ORDA06118,2018-09-02,16:06:45,Dinner,BK,"[('Salmon', 2), ('Pasta', 5)]",219.5,-37.8126519,144.96819480000002,0,7.244,16.882161800000002
ORDB02913,2018-02-10,09:21:07,Breakfast,TP,"[('Coffee', 6), ('Eggs', 1)]",67.0,-37.8068471,144.96579430000003,0,9.088,13.1586924
ORDJ02741,2018-05-11,12:13:31,Lunch,TP,"[('Salad', 4), ('Steak', 6)]",338.8,-37.81127,145.0019469,0,11.175999999999998,14.2946358
ORDK04572,2018-12-12,19:29:34,Dinner,BK,"[('Shrimp', 9), ('Salmon', 8)]",814.0,-37.8141043,144.96415819999999,0,7.655,14.0893428
ORDZ09415,2018-02-02,09:00:50,Breakfast,NS,"[('Cereal', 4), ('Pancake', 10)]",326.5,-37.806020000000004,144.95614650000002,0,7.946000000000001,12.8711782
ORDZ03172,2018-10-29,17:58:18,Dinner,NS,"[('Shrimp', 2), ('Salmon', 1)]",149.0,-37.8012547,144.9626936,0,6.922999999999999,13.559963
ORDX10576,2018-04-13,11:22:49,Breakfast,BK,"[('Cereal', 1), ('Eggs', 1), ('Coffee', 1), ('Pancake', 5)]",171.75,-37.8021485,144.9442805,0,9.277000000000001,14.3701709
ORDZ02204,2018-06-12,13:24:30,Lunch,NS,"[('Chicken', 2), ('Fries', 4), ('Burger', 7), ('Salad', 8), ('Steak', 4)]",646.6,-37.823704799999994,144.9970525,0,10.277999999999999,15.8661081
ORDI05562,2018-10-24,17:48:10,Dinner,NS,"[('Fish&Chips', 7), ('Shrimp', 8)]",677.0,-37.8204595,144.9663365,0,8.868,7.470818738603662
ORDI10385,2018-01-25,08:40:33,Breakfast,NS,"[('Eggs', 7), ('Coffee', 1), ('Cereal', 6)]",287.5,-37.8202844,144.9536529,0,9.454,13.937043300000003
ORDZ03488,2018-10-01,17:07:36,Dinner,NS,"[('Fish&Chips', 7), ('Shrimp', 7)]",623.0,-37.80409829999999,144.93342140000001,0,10.016,15.804526999999998
ORDY02734,2018-12-23,19:49:51,Dinner,TP,"[('Salmon', 4), ('Pasta', 1), ('Fish&Chips', 8), ('Shrimp', 3)]",633.5,-37.819840299999996,145.0041663,0,11.052999999999999,16.179879500000002
ORDY06213,2018-11-07,18:18:35,Dinner,TP,"[('Shrimp', 2), ('Fish&Chips', 2), ('Salmon', 4), ('Pasta', 9)]",589.5,-37.8097097,144.9612294,0,8.552999999999999,12.5930098
ORDJ03594,2018-07-02,14:05:04,Lunch,TP,"[('Salad', 5), ('Chicken', 10), ('Steak', 7), ('Fries', 6)]",793.0,-37.8128738,144.96418530000003,0,8.234,11.3825705
ORDJ06501,2018-02-27,09:51:32,Breakfast,NS,"[('Cereal', 8), ('Coffee', 4), ('Pancake', 6), ('Eggs', 1)]",365.5,-37.8063831,144.93237130000003,0,10.978,16.06058652960185
ORDC07380,2018-05-06,12:03:22,Lunch,NS,"[('Chicken', 6), ('Fries', 9), ('Steak', 5)]",525.0,-37.8085607,144.9476394,0,8.849,8.158746272021478
ORDA07858,2018-02-04,09:00:50,Breakfast,BK,"[('Pancake', 4), ('Coffee', 6), ('Eggs', 1)]",164.0,-37.8059306,144.9552821,0,8.129,15.127420800000001
ORDJ04378,2018-02-11,09:21:07,Breakfast,TP,"[('Coffee', 9), ('Eggs', 5), ('Pancake', 7)]",347.25,-37.8111324,144.9699786,0,8.767999999999999,6.47268201492289
ORDB05788,2018-12-23,19:49:51,Dinner,TP,"[('Fish&Chips', 6), ('Shrimp', 5)]",480.0,-37.8003919,144.9609668,0,9.675,15.3230261
ORDY05281,2018-06-29,13:54:55,Lunch,TP,"[('Fries', 9), ('Salad', 2), ('Chicken', 3), ('Steak', 6)]",508.4,-37.821631200000006,144.9838567,0,9.016,12.4714625
ORDY03267,2018-01-18,08:30:25,Breakfast,TP,"[('Eggs', 9), ('Pancake', 5)]",319.25,-37.8229277,144.93716609999998,1,9.807,6.4130056
ORDK03996,2018-06-26,13:44:47,Lunch,BK,"[('Burger', 9), ('Salad', 8), ('Fries', 4), ('Chicken', 3)]",560.6,-37.825772,144.9844382,0,6.906000000000001,12.6718016
ORDJ08164,2018-08-01,14:55:46,Lunch,TP,"[('Burger', 8), ('Salad', 9), ('Chicken', 8), ('Fries', 4)]",706.8,-37.7990664,144.9728229,0,10.249,14.0128649
ORDB00810,2018-11-14,18:28:43,Dinner,TP,"[('Salmon', 5), ('Shrimp', 2), ('Fish&Chips', 10)]",663.0,-37.8016723,144.98492109999998,0,10.583,14.4544111
ORDC07648,2018-09-12,16:27:02,Dinner,NS,"[('Salmon', 8), ('Fish&Chips', 2), ('Pasta', 1), ('Shrimp', 5)]",695.5,-37.806754299999994,144.94142309999998,0,9.452,15.4902391
ORDB05233,2018-09-26,16:47:19,Dinner,TP,"[('Pasta', 2), ('Salmon', 5), ('Shrimp', 6)]",584.0,-37.7992381,144.96057140000002,0,9.992,13.849600500000001
ORDC00348,2018-11-16,18:38:52,Dinner,NS,"[('Salmon', 5), ('Fish&Chips', 7), ('Pasta', 5)]",587.5,-37.8178761,144.9673113,0,8.472000000000001,14.263806699999998
ORDC00916,2018-04-30,11:53:14,Breakfast,NS,"[('Pancake', 7), ('Eggs', 4), ('Coffee', 4), ('Cereal', 5)]",392.75,-37.7997658,144.9551981,0,7.494,12.8300296
ORDY02981,2018-02-25,09:41:24,Breakfast,TP,"[('Cereal', 3), ('Coffee', 10), ('Eggs', 8)]",314.0,-37.824583000000004,144.9459414,0,8.939,13.4128704
ORDZ01010,2018-05-23,12:43:56,Lunch,NS,"[('Burger', 7), ('Chicken', 9), ('Salad', 7), ('Fries', 10)]",745.4,-37.8140453,144.9900188,0,8.997,14.536853500000001
ORDX06415,2018-04-11,11:12:40,Breakfast,BK,"[('Cereal', 3), ('Eggs', 9), ('Coffee', 2)]",276.0,-37.7994828,144.9368464,0,9.999,14.5403429
ORDJ04992,2018-09-27,16:57:27,Dinner,TP,"[('Shrimp', 10), ('Pasta', 2), ('Fish&Chips', 7), ('Salmon', 6)]",1086.0,-37.8024092,145.0158325,0,13.828,8.602771361445976
ORDB01430,2018-10-27,17:58:18,Dinner,TP,"[('Fish&Chips', 7), ('Shrimp', 10), ('Salmon', 9)]",1154.0,-37.8081991,144.9686278,0,9.071,14.344539600000001
ORDX03456,2018-01-07,08:10:08,Breakfast,BK,"[('Eggs', 9), ('Cereal', 2), ('Coffee', 5)]",277.5,-37.8122119,144.9370288,1,10.218,8.4860356
ORDB10760,2018-04-21,11:32:57,Breakfast,TP,"[('Coffee', 8), ('Eggs', 4)]",148.0,-37.819071799999996,144.952464,0,8.595,12.921403
ORDK10972,2018-10-27,17:58:18,Dinner,BK,"[('Salmon', 2), ('Pasta', 5)]",219.5,-37.818618799999996,144.9991809,0,4.953,14.259303899999999
ORDC01065,2018-06-28,13:54:55,Lunch,NS,"[('Chicken', 4), ('Burger', 8), ('Fries', 7), ('Salad', 8), ('Steak', 6)]",867.6,-37.8116326,144.95668419999998,0,8.08,13.5390579
ORDA03764,2018-10-27,17:58:18,Dinner,BK,"[('Salmon', 10), ('Shrimp', 9), ('Pasta', 5), ('Fish&Chips', 4)]",1173.5,-37.8182464,144.9642249,0,7.726,8.55451919432203
ORDJ08218,2018-02-19,09:31:16,Breakfast,TP,"[('Cereal', 8), ('Coffee', 5), ('Pancake', 7), ('Eggs', 2)]",419.25,-37.805031400000004,144.92790559999997,0,11.380999999999998,13.9990016
ORDK09251,2018-09-30,16:57:27,Dinner,NS,"[('Shrimp', 2), ('Salmon', 10), ('Pasta', 9), ('Fish&Chips', 4)]",905.5,-37.8055058,144.99788600000002,0,4.7669999999999995,13.757159099999999
ORDZ10678,2018-02-23,09:41:24,Breakfast,BK,"[('Pancake', 8), ('Cereal', 8), ('Coffee', 1)]",369.5,-37.8066068,144.9324524,0,10.18,15.210385999999998
ORDZ05614,2018-07-29,14:55:46,Lunch,NS,"[('Salad', 2), ('Fries', 10)]",154.4,-37.8006286,144.95480469999998,0,7.646,14.676507199999998
ORDY10859,2018-11-20,18:38:52,Dinner,TP,"[('Pasta', 9), ('Salmon', 5), ('Fish&Chips', 6)]",662.5,-37.8181822,144.9521435,0,8.963,6.521989148807266
ORDZ03829,2018-09-01,16:06:45,Dinner,NS,"[('Shrimp', 9), ('Salmon', 8)]",814.0,-37.8165469,144.9547695,0,8.809,16.9048748
ORDJ03918,2018-05-28,12:54:05,Lunch,TP,"[('Salad', 9), ('Burger', 3), ('Steak', 6), ('Chicken', 2), ('Fries', 2)]",605.8,-37.800818400000004,144.9444139,0,10.540999999999999,13.3029046
ORDC10517,2018-03-20,10:32:06,Breakfast,NS,"[('Coffee', 6), ('Eggs', 5), ('Pancake', 6)]",300.5,-37.810072,144.9576654,0,8.001,13.4792454
ORDZ08591,2018-05-01,11:53:14,Breakfast,NS,"[('Eggs', 3), ('Coffee', 5)]",103.5,-37.8089549,144.9499068,0,8.684,13.6492671
ORDJ01238,2018-05-06,12:03:22,Lunch,TP,"[('Burger', 7), ('Salad', 8), ('Steak', 8), ('Fries', 10), ('Chicken', 1)]",866.6,-37.7989577,144.98425459999999,0,10.795,15.521583800000002
ORDK05597,2018-07-03,14:05:04,Lunch,BK,"[('Fries', 2), ('Burger', 1), ('Steak', 1)]",100.0,-37.8097275,144.9639608,0,7.39,13.0967727
ORDZ05738,2018-07-31,14:55:46,Lunch,NS,"[('Burger', 1), ('Steak', 10), ('Fries', 5)]",541.0,-37.8232307,144.9558116,0,9.635,14.6907513
ORDB04010,2018-02-22,09:41:24,Breakfast,TP,"[('Eggs', 9), ('Coffee', 3), ('Pancake', 2), ('Cereal', 4)]",353.0,-37.80826,144.9567332,0,9.104,11.387363699999998
ORDZ01790,2018-04-16,11:22:49,Breakfast,NS,"[('Cereal', 6), ('Coffee', 3)]",148.5,-37.8135903,144.9572938,0,8.274,13.2072566
ORDI09234,2018-08-14,15:26:11,Lunch,NS,"[('Chicken', 6), ('Steak', 9)]",597.0,-37.8241066,145.0001353,0,10.616,16.2764097
ORDX02080,2018-03-02,10:01:41,Breakfast,BK,"[('Coffee', 10), ('Eggs', 5)]",185.0,-37.825137700000006,144.9755897,0,7.598,12.066904899999999
ORDJ05164,2018-01-02,08:00:00,Breakfast,TP,"[('Pancake', 2), ('Coffee', 7), ('Cereal', 2)]",143.0,-37.827166399999996,144.99411519999998,1,10.057,6.1755072
ORDB00719,2018-07-01,13:54:55,Lunch,TP,"[('Steak', 2), ('Burger', 1), ('Salad', 1), ('Chicken', 1)]",170.2,-37.8104058,144.9449218,0,10.164,15.3290487
ORDJ10070,2018-11-01,18:08:27,Dinner,TP,"[('Pasta', 2), ('Shrimp', 2)]",163.0,-37.8254373,144.98112700000001,0,9.038,13.2175984
